BlockId,EventSequence,Label,SequenceLength
blk_4541000363587104455,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_-1536788553717510705,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Normal,14
blk_-9089757207635946003,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', 'dba996ef', '2e68ccc3']",Anomaly,20
blk_2054074571723400761,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'a333d363', 'a333d363', '4dec0816']",Normal,16
blk_9211607823870317301,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '32777b38', 'a333d363', '4dec0816', 'a333d363']",Anomaly,17
blk_-4750386933827377397,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', 'a333d363', 'a333d363', '4dec0816']",Normal,18
blk_-5234764853633593829,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', 'a333d363', '4dec0816']",Normal,15
blk_-6273678851461170110,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_-7981936966289431785,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_-7561302429672456729,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4939479232470679690,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_-4616554126720527136,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_4221629338059545013,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', '2e68ccc3', 'dba996ef']",Anomaly,20
blk_1625440862298448841,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_8595954612153362607,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', '32777b38', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', '4dec0816', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363']",Normal,32
blk_-6120634070609301891,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_43482893556276394,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_1546150043031755728,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-3003476208072950675,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_2922564850562893595,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_-283179121260992987,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', '46003790', 'd38aa58d', '46003790', 'd38aa58d', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38']",Normal,14
blk_1854831952357743697,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_1267669394645094651,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_8228882817557494865,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', 'd38aa58d', '46003790', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-6153281532981284660,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_-7071526073017506197,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '5d5de21c', '5d5de21c']",Normal,13
blk_6291404884140655419,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '4dec0816']",Anomaly,14
blk_-487160497666132,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_3204685320797844679,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_6587079960375079074,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_3584224065406961324,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '728076ac', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '40651754', '5d5de21c', '44614d71', 'bbb51b95', '9c784e29', 'dba996ef', '4dec0816']",Anomaly,21
blk_-9022255598744211124,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_-7628397054451158354,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Anomaly,14
blk_-3640097181836389349,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4509092526264320136,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '728076ac', '5d5de21c', '40651754', 'bbb51b95', '44614d71', '9c784e29', '5d5de21c', 'dba996ef', 'd63ef163', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', '2e68ccc3', 'dba996ef']",Anomaly,28
blk_8724117161509081836,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-5018309246022118597,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'c294d20f']",Anomaly,14
blk_-6159907182063122989,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'a333d363', '4dec0816', 'a333d363']",Normal,16
blk_7359151143589140769,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_7749559198947480006,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_6058978151591093452,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-6669848110381513005,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', '46003790', '5d5de21c', '728076ac', 'd38aa58d', '46003790', 'd38aa58d', '5d5de21c', '5d5de21c', '40651754', 'bbb51b95', '44614d71', '9c784e29', '5d5de21c', 'dba996ef', 'd63ef163', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', '2e68ccc3', 'dba996ef']",Anomaly,28
blk_8878283326128389578,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_8427895476353593708,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'a333d363']",Anomaly,14
blk_-202615617634445955,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_8491036849355010669,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-1552272238828007233,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '40651754', '728076ac', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '9c784e29', '44614d71', 'bbb51b95', 'dba996ef', '4dec0816']",Anomaly,21
blk_4207153147078127808,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '728076ac', '5d5de21c', '40651754', 'bbb51b95', '9c784e29', '44614d71', '5d5de21c', 'dba996ef', 'd63ef163', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', '2e68ccc3', 'dba996ef', 'dba996ef']",Anomaly,28
blk_8373686693407287374,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'a333d363', '4dec0816', 'a333d363']",Normal,16
blk_-8215012042175069829,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_-7408783958340060144,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4148817116891782933,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '32777b38']",Normal,14
blk_-3340354839384079370,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_8615396709354813922,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-2240457646305542675,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_-1748869645497411855,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-3375256906059386326,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-239834655469676319,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', 'a333d363', 'a333d363', '4dec0816']",Normal,18
blk_-9117722966128866403,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '4dec0816']",Normal,14
blk_8962840878930769501,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'a333d363', '4dec0816']",Normal,15
blk_701002159220026110,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_-1452527758108990578,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_-6099121738423095134,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_7305641089115984602,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', '728076ac', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '40651754', '44614d71', 'bbb51b95', '9c784e29', '5d5de21c', 'dba996ef', '4dec0816']",Anomaly,21
blk_7417519737093814412,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Normal,13
blk_7819129300327159896,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_8338984135278551128,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_6729363457175429136,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_3453675140932240805,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '32777b38']",Normal,14
blk_4485532616028283371,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_8782208400278719319,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '32777b38']",Anomaly,14
blk_8207492027125685146,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c']",Anomaly,13
blk_7312671617068507220,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', '2e68ccc3', 'dba996ef']",Anomaly,20
blk_-3660474193003461184,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_1608861295688391136,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_4337168843024504431,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_4166745066288008228,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-5210599225687580181,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', '46003790', 'd38aa58d', '46003790', 'd38aa58d', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_9177041184367216771,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-4705138454504266366,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4039322312325628708,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Anomaly,13
blk_3611148651782808450,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_-2907676294044488796,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790']",Normal,13
blk_8381532731417899614,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-7600891299289205196,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'a333d363', '4dec0816']",Anomaly,15
blk_5482154336643183343,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_-8019384396102909611,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_2400489953162754297,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_8612145980660382585,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_8016584874626394855,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Anomaly,14
blk_4499692229328077082,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', 'a333d363', 'a333d363', '4dec0816']",Normal,18
blk_8748847738424564579,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_2122783737256140640,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_210490811390822480,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Normal,13
blk_8076232912516551236,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_3213371024801981082,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '5d5de21c']",Anomaly,13
blk_8707388138665114083,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '32777b38']",Anomaly,14
blk_3435145093987715515,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_7846063368336366730,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-1203966195974934914,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4337268123135733800,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_7876218062349838197,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_-8966686834828011519,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4927314024376198275,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_-6022606683774983643,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-982097297205001229,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_5679332564404011413,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_7863522148385844606,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4942791807951659044,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_6179668049745829889,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Normal,14
blk_9044900396738187207,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '46003790', '5d5de21c', 'd38aa58d']",Anomaly,13
blk_-138915922182910808,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_259221690676619372,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'a333d363', 'a333d363', '4dec0816']",Normal,16
blk_8293844257258679343,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_3394569973658158026,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'a333d363', '4dec0816', 'a333d363']",Normal,16
blk_5178884748775783411,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_-4803397941874359159,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'a333d363', '4dec0816', 'a333d363']",Normal,16
blk_6800811509081442530,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'a333d363', '4dec0816']",Normal,15
blk_-5539228736855111320,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_3695457304136720391,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_7703578533341739184,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-6138984323650252397,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'a333d363', '4dec0816']",Normal,15
blk_-1986451035900067644,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '32777b38']",Normal,14
